cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
744,Contrato de Suministro,40657.32,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,744,2022-09-09,27,SOL-9353
745,Contrato de Arrendamiento,81150.29,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,745,2022-11-20,35,SOL-1922
746,Contrato de Suministro,58180.86,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,746,2021-02-18,45,SOL-6619
747,Contrato de Mantenimiento,99763.0,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,747,2024-07-27,47,SOL-3763
748,Acuerdo de Servicio,16884.12,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,748,2024-10-26,13,SOL-7156
749,Contrato de Arrendamiento,37768.5,Este contrato establece los términos para contrato de arrendamiento.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,749,2020-02-21,2,SOL-4119
750,Acuerdo de Servicio,55335.25,Este contrato establece los términos para acuerdo de servicio.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,750,2021-11-05,40,SOL-6759
751,Convenio de Licencia,74861.74,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,751,2020-03-23,29,SOL-8418
752,Contrato de Mantenimiento,59557.28,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,752,2020-04-22,4,SOL-2671
753,Contrato de Suministro,49573.38,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,753,2024-06-18,38,SOL-3949
754,Contrato de Distribución,81244.5,Se describen las responsabilidades mutuas en torno a contrato de distribución.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,754,2021-10-19,15,SOL-3670
755,Convenio de Licencia,51268.19,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,755,2024-11-04,30,SOL-3654
756,Contrato de Compra-Venta,10264.45,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,756,2023-01-09,32,SOL-4605
757,Contrato de Distribución,26284.08,Se describen las responsabilidades mutuas en torno a contrato de distribución.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,757,2024-12-27,23,SOL-2727
758,Contrato de Consultoría,85687.62,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,758,2020-03-01,19,SOL-5171
759,Contrato de Mantenimiento,97159.34,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,759,2023-09-20,37,SOL-3637
760,Convenio de Licencia,31226.6,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,760,2024-01-03,28,SOL-3335
761,Contrato de Desarrollo,2395.3,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,761,2021-06-17,1,SOL-2770
762,Contrato de Arrendamiento,68340.63,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,762,2020-08-09,32,SOL-3655
763,Contrato de Soporte,86258.96,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,763,2022-10-17,24,SOL-9733
764,Contrato de Soporte,6218.04,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,764,2022-05-29,1,SOL-6403
765,Convenio de Licencia,59784.26,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,765,2024-09-03,39,SOL-2590
766,Acuerdo de Servicio,48677.02,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,766,2020-04-02,28,SOL-4129
767,Contrato de Compra-Venta,29924.74,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,767,2022-08-18,21,SOL-6338
768,Contrato de Compra-Venta,91282.19,Este contrato establece los términos para contrato de compra-venta.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,768,2022-07-05,26,SOL-9881
769,Contrato de Consultoría,57858.03,Este contrato establece los términos para contrato de consultoría.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,769,2021-05-03,44,SOL-4945
770,Contrato de Suministro,1615.51,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,770,2022-06-25,19,SOL-3422
771,Contrato de Desarrollo,95107.43,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,771,2021-02-17,21,SOL-1997
772,Contrato de Compra-Venta,37781.77,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,772,2021-12-22,24,SOL-5122
773,Acuerdo de Servicio,70352.56,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,773,2024-08-04,27,SOL-5938
774,Acuerdo de Servicio,99097.09,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,774,2020-10-27,28,SOL-5353
775,Contrato de Compra-Venta,24035.79,Este contrato establece los términos para contrato de compra-venta.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,775,2024-12-23,14,SOL-4523
776,Contrato de Distribución,88014.29,Este contrato establece los términos para contrato de distribución.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,776,2023-10-28,21,SOL-6001
777,Convenio de Licencia,53313.89,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,777,2022-01-12,8,SOL-9130
778,Contrato de Arrendamiento,45822.41,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,778,2021-06-21,42,SOL-5138
779,Contrato de Arrendamiento,90220.5,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,779,2020-03-07,31,SOL-2111
780,Contrato de Consultoría,22402.17,Este contrato establece los términos para contrato de consultoría.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,780,2020-03-12,9,SOL-1321
781,Contrato de Consultoría,31009.11,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,781,2021-03-29,14,SOL-6205
782,Contrato de Desarrollo,65784.36,Este contrato establece los términos para contrato de desarrollo.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,782,2022-05-10,10,SOL-8348
783,Contrato de Suministro,21151.87,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,783,2020-03-25,26,SOL-9760
784,Convenio de Licencia,60887.82,Este contrato establece los términos para convenio de licencia.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,784,2021-08-19,37,SOL-1881
785,Contrato de Soporte,38093.24,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,785,2021-04-21,45,SOL-5824
786,Contrato de Consultoría,78727.62,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,786,2021-10-20,49,SOL-3651
787,Contrato de Suministro,85450.29,Este contrato establece los términos para contrato de suministro.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,787,2023-11-27,35,SOL-6402
788,Contrato de Compra-Venta,63617.08,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,788,2020-03-10,42,SOL-9491
789,Contrato de Soporte,1918.78,Este contrato establece los términos para contrato de soporte.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,789,2022-09-23,28,SOL-1623
790,Contrato de Compra-Venta,82643.74,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,790,2021-04-13,9,SOL-3271
791,Contrato de Suministro,30273.83,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,791,2020-10-24,17,SOL-9017
792,Contrato de Desarrollo,72758.69,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,792,2023-05-17,7,SOL-3250
793,Contrato de Consultoría,97062.11,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,793,2024-10-07,6,SOL-1010
794,Contrato de Consultoría,91009.94,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,794,2022-03-05,20,SOL-5450
795,Contrato de Arrendamiento,74378.45,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,795,2022-11-04,29,SOL-7670
796,Acuerdo de Servicio,73455.94,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,796,2021-01-17,14,SOL-7184
797,Contrato de Mantenimiento,88935.41,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,797,2023-03-20,8,SOL-1425
798,Contrato de Consultoría,65575.68,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,798,2020-01-11,12,SOL-4137
799,Contrato de Suministro,77115.43,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,799,2021-05-25,39,SOL-2541
800,Contrato de Arrendamiento,94678.33,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,800,2025-02-22,10,SOL-5208
801,Contrato de Desarrollo,77993.25,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,801,2020-06-24,13,SOL-6003
802,Contrato de Soporte,86860.38,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,802,2024-06-20,23,SOL-5387
803,Convenio de Licencia,91973.77,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,803,2024-05-02,18,SOL-5311
804,Contrato de Soporte,18853.63,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,804,2020-03-24,27,SOL-6127
805,Convenio de Licencia,72685.97,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,805,2021-04-05,34,SOL-2318
806,Contrato de Compra-Venta,63374.26,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,806,2020-08-28,12,SOL-5011
807,Contrato de Distribución,99691.48,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,807,2023-09-18,1,SOL-9809
808,Convenio de Licencia,7769.87,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,808,2021-05-04,23,SOL-8008
809,Contrato de Compra-Venta,56428.18,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,809,2022-03-18,42,SOL-7649
810,Contrato de Consultoría,79556.98,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,810,2022-01-24,19,SOL-7476
811,Contrato de Soporte,81283.09,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,811,2020-02-10,11,SOL-3846
812,Acuerdo de Servicio,81119.84,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,812,2023-02-04,4,SOL-6796
813,Acuerdo de Servicio,51289.02,Este contrato establece los términos para acuerdo de servicio.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,813,2020-01-05,40,SOL-3408
814,Contrato de Compra-Venta,18286.42,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,814,2020-01-09,15,SOL-2287
815,Contrato de Compra-Venta,83151.92,Este contrato establece los términos para contrato de compra-venta.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,815,2021-10-27,46,SOL-8548
816,Convenio de Licencia,21206.56,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,816,2021-03-03,35,SOL-9671
817,Contrato de Mantenimiento,75810.14,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,817,2020-04-24,23,SOL-4157
818,Contrato de Suministro,67428.5,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,818,2021-05-20,44,SOL-2876
819,Contrato de Mantenimiento,32219.55,Este contrato establece los términos para contrato de mantenimiento.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,819,2024-06-02,34,SOL-7616
820,Contrato de Compra-Venta,44361.03,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,820,2021-06-28,2,SOL-2143
821,Contrato de Soporte,78215.31,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,821,2020-01-03,40,SOL-7859
822,Contrato de Soporte,4272.8,Este contrato establece los términos para contrato de soporte.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,822,2024-05-24,3,SOL-2448
823,Contrato de Arrendamiento,74786.4,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,823,2022-07-13,42,SOL-4677
824,Contrato de Arrendamiento,75293.39,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,824,2021-07-08,35,SOL-8204
825,Acuerdo de Servicio,27512.79,Este contrato establece los términos para acuerdo de servicio.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,825,2023-09-23,40,SOL-5872
826,Contrato de Distribución,27434.96,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,826,2020-12-29,33,SOL-3043
827,Contrato de Compra-Venta,77729.05,Este contrato establece los términos para contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,827,2024-10-22,5,SOL-5713
828,Contrato de Consultoría,90857.0,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,828,2025-04-22,39,SOL-5782
829,Contrato de Soporte,41971.93,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,829,2023-03-18,40,SOL-7939
830,Contrato de Soporte,18363.07,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,830,2022-10-18,12,SOL-1689
831,Contrato de Consultoría,66132.01,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,831,2023-04-03,44,SOL-7850
832,Contrato de Suministro,29281.24,Este contrato establece los términos para contrato de suministro.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,832,2020-02-26,32,SOL-4493
833,Contrato de Consultoría,51025.57,Este contrato establece los términos para contrato de consultoría.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,833,2020-07-21,24,SOL-9695
834,Convenio de Licencia,8780.68,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,834,2022-10-13,16,SOL-2726
835,Convenio de Licencia,81738.89,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,835,2024-01-05,6,SOL-3933
836,Contrato de Suministro,91637.44,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,836,2020-11-24,13,SOL-2414
837,Contrato de Distribución,44548.17,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,837,2023-09-13,14,SOL-7897
838,Contrato de Consultoría,86644.05,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,838,2020-11-25,23,SOL-5520
839,Contrato de Desarrollo,17190.17,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,839,2022-07-19,40,SOL-9007
840,Contrato de Suministro,81820.11,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,840,2020-01-22,48,SOL-9869
841,Contrato de Distribución,35128.65,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,841,2020-04-27,15,SOL-5376
842,Contrato de Arrendamiento,47843.91,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,842,2021-12-03,46,SOL-6701
843,Contrato de Consultoría,18422.6,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,843,2021-02-04,50,SOL-9760
844,Contrato de Suministro,98320.31,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,844,2021-11-15,3,SOL-6255
845,Contrato de Consultoría,5919.65,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,845,2020-12-21,22,SOL-2524
846,Contrato de Desarrollo,14751.18,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,846,2023-11-10,35,SOL-5551
847,Contrato de Consultoría,92192.05,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,847,2021-03-20,33,SOL-3350
848,Contrato de Desarrollo,2983.58,Este contrato establece los términos para contrato de desarrollo.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,848,2021-08-20,14,SOL-3352
849,Contrato de Consultoría,92812.88,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,849,2022-12-09,45,SOL-7432
850,Contrato de Desarrollo,37216.56,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,850,2023-11-29,1,SOL-2792
851,Convenio de Licencia,77912.52,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,851,2024-07-09,22,SOL-9893
852,Contrato de Suministro,1391.17,Este contrato establece los términos para contrato de suministro.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,852,2022-11-24,47,SOL-1055
853,Contrato de Mantenimiento,68842.38,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,853,2024-10-29,11,SOL-3551
854,Contrato de Compra-Venta,87179.79,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,854,2022-02-16,37,SOL-1563
855,Convenio de Licencia,20035.91,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,855,2021-01-11,38,SOL-2633
856,Contrato de Desarrollo,17460.38,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,856,2024-09-22,29,SOL-2076
857,Contrato de Soporte,97573.33,Este contrato establece los términos para contrato de soporte.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,857,2022-02-14,10,SOL-1856
858,Acuerdo de Servicio,25514.38,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,858,2022-07-10,35,SOL-3530
859,Contrato de Mantenimiento,88742.21,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,859,2023-03-02,29,SOL-1169
860,Contrato de Compra-Venta,25159.87,Este contrato establece los términos para contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,860,2021-07-02,7,SOL-7035
861,Contrato de Distribución,71894.46,Este contrato establece los términos para contrato de distribución.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,861,2021-12-29,9,SOL-2873
862,Contrato de Distribución,35771.88,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,862,2022-09-20,30,SOL-9831
863,Contrato de Consultoría,51514.39,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,863,2022-06-04,22,SOL-4025
864,Contrato de Arrendamiento,93141.46,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,864,2023-09-26,9,SOL-3788
865,Contrato de Consultoría,9180.53,Las partes acuerdan ejecutar contrato de consultoría según lo pactado.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,865,2023-12-11,48,SOL-1645
866,Contrato de Arrendamiento,26280.52,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,866,2021-12-17,16,SOL-1836
867,Convenio de Licencia,24255.25,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,867,2020-06-21,31,SOL-4638
868,Acuerdo de Servicio,40175.53,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,868,2022-08-28,42,SOL-8547
869,Acuerdo de Servicio,98373.0,Este contrato establece los términos para acuerdo de servicio.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,869,2023-09-10,37,SOL-8700
870,Contrato de Compra-Venta,42158.4,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,870,2020-11-18,44,SOL-8358
871,Contrato de Consultoría,9072.84,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,871,2022-02-17,24,SOL-8501
872,Contrato de Suministro,70953.56,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,872,2023-06-07,21,SOL-6292
873,Convenio de Licencia,60421.72,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,873,2021-07-08,32,SOL-5804
874,Contrato de Desarrollo,27359.65,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,874,2024-12-14,32,SOL-7232
875,Contrato de Compra-Venta,47932.13,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,875,2022-01-09,43,SOL-2849
876,Acuerdo de Servicio,37329.64,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,876,2020-11-22,25,SOL-9894
877,Contrato de Consultoría,11821.18,Las partes acuerdan ejecutar contrato de consultoría según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,877,2023-05-04,11,SOL-8847
878,Contrato de Consultoría,44743.29,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,878,2023-10-05,17,SOL-1137
879,Acuerdo de Servicio,41396.67,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,879,2023-09-26,15,SOL-5708
